"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"2603306";"Calçado (PE)";"11055"
"2603405";"Calumbi (PE)";"5736"
"2603454";"Camaragibe (PE)";"156361"
"2603504";"Camocim de São Félix (PE)";"18583"
"2603603";"Camutanga (PE)";"8493"
"2603702";"Canhotinho (PE)";"24762"
"2603801";"Capoeiras (PE)";"19991"
"2603900";"Carnaíba (PE)";"19440"
"2603926";"Carnaubeira da Penha (PE)";"12805"
"2604007";"Carpina (PE)";"82685"
"2604106";"Caruaru (PE)";"356128"
"2604155";"Casinhas (PE)";"14274"
"2604205";"Catende (PE)";"42343"
"2604304";"Cedro (PE)";"11695"
"2604403";"Chã de Alegria (PE)";"13396"
"2604502";"Chã Grande (PE)";"21525"
"2604601";"Condado (PE)";"26186"
"2604700";"Correntes (PE)";"18098"
"2604809";"Cortês (PE)";"12560"
"2604908";"Cumaru (PE)";"11559"
"2605004";"Cupira (PE)";"23977"
"2605103";"Custódia (PE)";"36753"
"2605152";"Dormentes (PE)";"18692"
"2605202";"Escada (PE)";"68281"
"2605301";"Exu (PE)";"31790"
"2605400";"Feira Nova (PE)";"21958"
"2605459";"Fernando de Noronha (PE)";"3016"
"2605509";"Ferreiros (PE)";"12057"
"2605608";"Flores (PE)";"22567"
"2605707";"Floresta (PE)";"32483"
"2605806";"Frei Miguelinho (PE)";"15328"
"2605905";"Gameleira (PE)";"30709"
"2606002";"Garanhuns (PE)";"138642"
"2606101";"Glória do Goitá (PE)";"30425"
"2606200";"Goiana (PE)";"79249"
"2606309";"Granito (PE)";"7417"
"2606408";"Gravatá (PE)";"83241"
"2606507";"Iati (PE)";"19100"
"2606606";"Ibimirim (PE)";"28985"
"2606705";"Ibirajuba (PE)";"7735"
"2606804";"Igarassu (PE)";"115398"
"2606903";"Iguaracy (PE)";"12175"
"2607000";"Inajá (PE)";"22801"
"2607109";"Ingazeira (PE)";"4542"
"2607208";"Ipojuca (PE)";"94533"
"2607307";"Ipubi (PE)";"30447"
"2607406";"Itacuruba (PE)";"4858"
"2607505";"Itaíba (PE)";"26314"
"2607604";"Ilha de Itamaracá (PE)";"25789"
"2607653";"Itambé (PE)";"36320"
"2607703";"Itapetim (PE)";"13638"
"2607752";"Itapissuma (PE)";"26338"
"2607802";"Itaquitinga (PE)";"16859"
"2607901";"Jaboatão dos Guararapes (PE)";"695956"
"2607950";"Jaqueira (PE)";"11634"
"2608008";"Jataúba (PE)";"17026"
"2608057";"Jatobá (PE)";"14703"
"2608107";"João Alfredo (PE)";"33485"
"2608206";"Joaquim Nabuco (PE)";"15989"
"2608255";"Jucati (PE)";"11334"
"2608305";"Jupi (PE)";"14712"
"2608404";"Jurema (PE)";"15284"
"2608453";"Lagoa do Carro (PE)";"17847"
"2608503";"Lagoa de Itaenga (PE)";"21338"
"2608602";"Lagoa do Ouro (PE)";"13033"
"2608701";"Lagoa dos Gatos (PE)";"16218"
"2608750";"Lagoa Grande (PE)";"25294"
"2608800";"Lajedo (PE)";"39888"
"2608909";"Limoeiro (PE)";"56140"
"2609006";"Macaparana (PE)";"25214"
"2609105";"Machados (PE)";"15820"
"2609154";"Manari (PE)";"21047"
"2609204";"Maraial (PE)";"11433"
"2609303";"Mirandiba (PE)";"15270"
"2609402";"Moreno (PE)";"62119"
"2609501";"Nazaré da Mata (PE)";"32280"
"2609600";"Olinda (PE)";"390771"
"2609709";"Orobó (PE)";"23768"
"2609808";"Orocó (PE)";"14794"
"2609907";"Ouricuri (PE)";"68776"
"2610004";"Palmares (PE)";"62832"
"2610103";"Palmeirina (PE)";"7761"
"2610202";"Panelas (PE)";"26417"
"2610301";"Paranatama (PE)";"11449"
"2610400";"Parnamirim (PE)";"21383"
"2610509";"Passira (PE)";"28889"
"2610608";"Paudalho (PE)";"55942"
"2610707";"Paulista (PE)";"328353"
"2610806";"Pedra (PE)";"22505"
"2610905";"Pesqueira (PE)";"66881"
"2611002";"Petrolândia (PE)";"36108"
"2611101";"Petrolina (PE)";"343219"
"2611200";"Poção (PE)";"11268"
"2611309";"Pombos (PE)";"26960"
"2611408";"Primavera (PE)";"14798"
"2611507";"Quipapá (PE)";"25831"
"2611533";"Quixaba (PE)";"6802"
"2611606";"Recife (PE)";"1633697"
"2611705";"Riacho das Almas (PE)";"20392"
"2611804";"Ribeirão (PE)";"47088"
"2611903";"Rio Formoso (PE)";"23379"
"2612000";"Sairé (PE)";"10065"
"2612109";"Salgadinho (PE)";"10747"
"2612208";"Salgueiro (PE)";"60453"
"2612307";"Saloá (PE)";"15779"
"2612406";"Sanharó (PE)";"25979"
"2612455";"Santa Cruz (PE)";"15202"
"2612471";"Santa Cruz da Baixa Verde (PE)";"12501"
"2612505";"Santa Cruz do Capibaribe (PE)";"105761"
"2612554";"Santa Filomena (PE)";"14355"
"2612604";"Santa Maria da Boa Vista (PE)";"41652"
"2612703";"Santa Maria do Cambucá (PE)";"14013"
"2612802";"Santa Terezinha (PE)";"11734"
"2612901";"São Benedito do Sul (PE)";"15683"
"2613008";"São Bento do Una (PE)";"58824"
"2613107";"São Caitano (PE)";"37023"
"2613206";"São João (PE)";"22628"
"2613305";"São Joaquim do Monte (PE)";"21257"
"2613404";"São José da Coroa Grande (PE)";"20963"
"2613503";"São José do Belmonte (PE)";"33804"
"2613602";"São José do Egito (PE)";"33704"
"2613701";"São Lourenço da Mata (PE)";"112099"
"2613800";"São Vicente Férrer (PE)";"17904"
"2613909";"Serra Talhada (PE)";"85568"
"2614006";"Serrita (PE)";"19080"
"2614105";"Sertânia (PE)";"35670"
"2614204";"Sirinhaém (PE)";"45263"
"2614303";"Moreilândia (PE)";"11238"
"2614402";"Solidão (PE)";"5978"
"2614501";"Surubim (PE)";"64373"
"2614600";"Tabira (PE)";"28301"
"2614709";"Tacaimbó (PE)";"12853"
"2614808";"Tacaratu (PE)";"25368"
"2614857";"Tamandaré (PE)";"23100"
"2615003";"Taquaritinga do Norte (PE)";"28358"
"2615102";"Terezinha (PE)";"7120"
"2615201";"Terra Nova (PE)";"10437"
"2615300";"Timbaúba (PE)";"53083"
"2615409";"Toritama (PE)";"44189"
"2615508";"Tracunhaém (PE)";"13689"
"2615607";"Trindade (PE)";"30155"
"2615706";"Triunfo (PE)";"15221"
"2615805";"Tupanatinga (PE)";"26990"
"2615904";"Tuparetama (PE)";"8169"
"2616001";"Venturosa (PE)";"18258"
"2616100";"Verdejante (PE)";"9490"
"2616183";"Vertente do Lério (PE)";"7641"
"2616209";"Vertentes (PE)";"20460"
"2616308";"Vicência (PE)";"32429"
"2616407";"Vitória de Santo Antão (PE)";"137578"
"2616506";"Xexéu (PE)";"14651"
"2700102";"Água Branca (AL)";"20467"
"2700201";"Anadia (AL)";"17818"
"2700300";"Arapiraca (AL)";"234185"
"2700409";"Atalaia (AL)";"47744"
"2700508";"Barra de Santo Antônio (AL)";"16064"
"2700607";"Barra de São Miguel (AL)";"8401"
"2700706";"Batalha (AL)";"18757"
"2700805";"Belém (AL)";"4453"
"2700904";"Belo Monte (AL)";"6797"
"2701001";"Boca da Mata (AL)";"27590"
"2701100";"Branquinha (AL)";"10675"
"2701209";"Cacimbinhas (AL)";"10897"
"2701308";"Cajueiro (AL)";"21526"
"2701357";"Campestre (AL)";"7024"
"2701407";"Campo Alegre (AL)";"57548"
"2701506";"Campo Grande (AL)";"9692"
"2701605";"Canapi (AL)";"17983"
"2701704";"Capela (AL)";"17354"
"2701803";"Carneiros (AL)";"9155"
"2701902";"Chã Preta (AL)";"7427"
"2702009";"Coité do Nóia (AL)";"10888"
"2702108";"Colônia Leopoldina (AL)";"21926"
"2702207";"Coqueiro Seco (AL)";"5918"
"2702306";"Coruripe (AL)";"57498"
"2702355";"Craíbas (AL)";"24510"
"2702405";"Delmiro Gouveia (AL)";"52597"
"2702504";"Dois Riachos (AL)";"11214"
"2702553";"Estrela de Alagoas (AL)";"18435"
"2702603";"Feira Grande (AL)";"22481"
"2702702";"Feliz Deserto (AL)";"4806"
"2702801";"Flexeiras (AL)";"12966"
"2702900";"Girau do Ponciano (AL)";"41279"
"2703007";"Ibateguara (AL)";"15840"
"2703106";"Igaci (AL)";"26022"
"2703205";"Igreja Nova (AL)";"24793"
"2703304";"Inhapi (AL)";"18652"
"2703403";"Jacaré dos Homens (AL)";"5356"
"2703502";"Jacuípe (AL)";"7135"
"2703601";"Japaratinga (AL)";"8453"
"2703700";"Jaramataia (AL)";"5676"
"2703759";"Jequiá da Praia (AL)";"11782"
"2703809";"Joaquim Gomes (AL)";"24280"
"2703908";"Jundiá (AL)";"4231"
"2704005";"Junqueiro (AL)";"25093"
"2704104";"Lagoa da Canoa (AL)";"18175"
"2704203";"Limoeiro de Anadia (AL)";"28953"
"2704302";"Maceió (AL)";"1029129"
"2704401";"Major Isidoro (AL)";"20200"
"2704500";"Maragogi (AL)";"32940"
"2704609";"Maravilha (AL)";"9418"
"2704708";"Marechal Deodoro (AL)";"52260"
"2704807";"Maribondo (AL)";"13514"
"2704906";"Mar Vermelho (AL)";"3579"
"2705002";"Mata Grande (AL)";"25589"
"2705101";"Matriz de Camaragibe (AL)";"25012"
"2705200";"Messias (AL)";"17988"
"2705309";"Minador do Negrão (AL)";"5413"
"2705408";"Monteirópolis (AL)";"7260"
"2705507";"Murici (AL)";"28579"
"2705606";"Novo Lino (AL)";"12821"
"2705705";"Olho d'Água das Flores (AL)";"21767"
"2705804";"Olho d'Água do Casado (AL)";"9459"
"2705903";"Olho d'Água Grande (AL)";"5195"
"2706000";"Olivença (AL)";"11772"
"2706109";"Ouro Branco (AL)";"11635"
"2706208";"Palestina (AL)";"5066"
"2706307";"Palmeira dos Índios (AL)";"74208"
"2706406";"Pão de Açúcar (AL)";"24792"
"2706422";"Pariconha (AL)";"10684"
"2706448";"Paripueira (AL)";"13252"
"2706505";"Passo de Camaragibe (AL)";"15461"
"2706604";"Paulo Jacinto (AL)";"7679"
"2706703";"Penedo (AL)";"64497"
"2706802";"Piaçabuçu (AL)";"18074"
"2706901";"Pilar (AL)";"35552"
"2707008";"Pindoba (AL)";"2953"
"2707107";"Piranhas (AL)";"25298"
"2707206";"Poço das Trincheiras (AL)";"14575"
"2707305";"Porto Calvo (AL)";"27501"
"2707404";"Porto de Pedras (AL)";"7965"
"2707503";"Porto Real do Colégio (AL)";"20327"
"2707602";"Quebrangulo (AL)";"11496"
"2707701";"Rio Largo (AL)";"76019"
"2707800";"Roteiro (AL)";"6774"
"2707909";"Santa Luzia do Norte (AL)";"7386"
"2708006";"Santana do Ipanema (AL)";"48232"
"2708105";"Santana do Mundaú (AL)";"10899"
"2708204";"São Brás (AL)";"7058"
"2708303";"São José da Laje (AL)";"24226"
"2708402";"São José da Tapera (AL)";"32626"
"2708501";"São Luís do Quitunde (AL)";"34961"
"2708600";"São Miguel dos Campos (AL)";"61827"
"2708709";"São Miguel dos Milagres (AL)";"8022"
"2708808";"São Sebastião (AL)";"34551"
"2708907";"Satuba (AL)";"13949"
"2708956";"Senador Rui Palmeira (AL)";"14036"
"2709004";"Tanque d'Arca (AL)";"6270"
"2709103";"Taquarana (AL)";"20205"
"2709152";"Teotônio Vilela (AL)";"44666"
"2709202";"Traipu (AL)";"28070"
"2709301";"União dos Palmares (AL)";"66477"
"2709400";"Viçosa (AL)";"26143"
"2800100";"Amparo do São Francisco (SE)";"2390"
"2800209";"Aquidabã (SE)";"21589"
"2800308";"Aracaju (SE)";"650106"
"2800407";"Arauá (SE)";"10362"
"2800506";"Areia Branca (SE)";"18489"
"2800605";"Barra dos Coqueiros (SE)";"29807"
"2800670";"Boquim (SE)";"26961"
"2800704";"Brejo Grande (SE)";"8322"
"2801009";"Campo do Brito (SE)";"18111"
"2801108";"Canhoba (SE)";"4058"
"2801207";"Canindé de São Francisco (SE)";"29372"
"2801306";"Capela (SE)";"34050"
"2801405";"Carira (SE)";"21842"
"2801504";"Carmópolis (SE)";"16275"
"2801603";"Cedro de São João (SE)";"5933"
"2801702";"Cristinápolis (SE)";"18270"
"2801900";"Cumbe (SE)";"4012"
"2802007";"Divina Pastora (SE)";"5058"
"2802106";"Estância (SE)";"69278"
"2802205";"Feira Nova (SE)";"5616"
"2802304";"Frei Paulo (SE)";"15349"
"2802403";"Gararu (SE)";"11736"
"2802502";"General Maynard (SE)";"3315"
"2802601";"Gracho Cardoso (SE)";"5870"
"2802700";"Ilha das Flores (SE)";"8611"
"2802809";"Indiaroba (SE)";"17810"
"2802908";"Itabaiana (SE)";"95196"
"2803005";"Itabaianinha (SE)";"41961"
"2803104";"Itabi (SE)";"4988"
"2803203";"Itaporanga d'Ajuda (SE)";"34101"
"2803302";"Japaratuba (SE)";"18656"
"2803401";"Japoatã (SE)";"13238"
"2803500";"Lagarto (SE)";"104099"
"2803609";"Laranjeiras (SE)";"29700"
"2803708";"Macambira (SE)";"6920"
"2803807";"Malhada dos Bois (SE)";"3693"
"2803906";"Malhador (SE)";"12691"
"2804003";"Maruim (SE)";"17297"
"2804102";"Moita Bonita (SE)";"11438"
"2804201";"Monte Alegre de Sergipe (SE)";"15177"
"2804300";"Muribeca (SE)";"7683"
"2804409";"Neópolis (SE)";"18953"
"2804458";"Nossa Senhora Aparecida (SE)";"8869"
"2804508";"Nossa Senhora da Glória (SE)";"36613"
"2804607";"Nossa Senhora das Dores (SE)";"26624"
"2804706";"Nossa Senhora de Lourdes (SE)";"6530"
"2804805";"Nossa Senhora do Socorro (SE)";"181928"
"2804904";"Pacatuba (SE)";"14420"
"2805000";"Pedra Mole (SE)";"3254"
"2805109";"Pedrinhas (SE)";"9594"
"2805208";"Pinhão (SE)";"6556"
"2805307";"Pirambu (SE)";"9241"
"2805406";"Poço Redondo (SE)";"34529"
"2805505";"Poço Verde (SE)";"23740"
"2805604";"Porto da Folha (SE)";"28735"
"2805703";"Propriá (SE)";"29834"
"2805802";"Riachão do Dantas (SE)";"20014"
"2805901";"Riachuelo (SE)";"10196"
"2806008";"Ribeirópolis (SE)";"18641"
"2806107";"Rosário do Catete (SE)";"10699"
"2806206";"Salgado (SE)";"20168"
"2806305";"Santa Luzia do Itanhy (SE)";"14034"
"2806404";"Santana do São Francisco (SE)";"7751"
"2806503";"Santa Rosa de Lima (SE)";"3938"
"2806602";"Santo Amaro das Brotas (SE)";"12146"
"2806701";"São Cristóvão (SE)";"89232"
"2806800";"São Domingos (SE)";"11133"
"2806909";"São Francisco (SE)";"3983"
"2807006";"São Miguel do Aleixo (SE)";"3943"
"2807105";"Simão Dias (SE)";"40838"
"2807204";"Siriri (SE)";"8851"
"2807303";"Telha (SE)";"3221"
"2807402";"Tobias Barreto (SE)";"52156"
"2807501";"Tomar do Geru (SE)";"13208"
"2807600";"Umbaúba (SE)";"25114"
"2900108";"Abaíra (BA)";"9199"
"2900207";"Abaré (BA)";"20189"
"2900306";"Acajutiba (BA)";"15727"
"2900355";"Adustina (BA)";"17349"
"2900405";"Água Fria (BA)";"17508"
"2900504";"Érico Cardoso (BA)";"11212"
"2900603";"Aiquara (BA)";"4725"
"2900702";"Alagoinhas (BA)";"155979"
"2900801";"Alcobaça (BA)";"23376"
"2900900";"Almadina (BA)";"5985"
"2901007";"Amargosa (BA)";"38259"
"2901106";"Amélia Rodrigues (BA)";"26409"
"2901155";"América Dourada (BA)";"16798"
"2901205";"Anagé (BA)";"19568"
"2901304";"Andaraí (BA)";"13737"
"2901353";"Andorinha (BA)";"15490"
"2901403";"Angical (BA)";"14690"
"2901502";"Anguera (BA)";"11481"
"2901601";"Antas (BA)";"19569"
"2901700";"Antônio Cardoso (BA)";"12208"
"2901809";"Antônio Gonçalves (BA)";"12072"
"2901908";"Aporá (BA)";"18334"
"2901957";"Apuarema (BA)";"7730"
"2902005";"Aracatu (BA)";"13962"
"2902054";"Araçás (BA)";"12608"
"2902104";"Araci (BA)";"55935"
"2902203";"Aramari (BA)";"11703"
"2902252";"Arataca (BA)";"11661"
"2902302";"Aratuípe (BA)";"9171"
"2902401";"Aurelino Leal (BA)";"12706"
"2902500";"Baianópolis (BA)";"14323"
"2902609";"Baixa Grande (BA)";"21403"
"2902658";"Banzaê (BA)";"13765"
"2902708";"Barra (BA)";"54915"
"2902807";"Barra da Estiva (BA)";"22082"
"2902906";"Barra do Choça (BA)";"34121"
"2903003";"Barra do Mendes (BA)";"14560"
"2903102";"Barra do Rocha (BA)";"6258"
"2903201";"Barreiras (BA)";"157638"
"2903235";"Barro Alto (BA)";"15217"
"2903276";"Barrocas (BA)";"16296"
"2903300";"Barro Preto (BA)";"6251"
"2903409";"Belmonte (BA)";"24013"
"2903508";"Belo Campo (BA)";"18247"
"2903607";"Biritinga (BA)";"16653"
"2903706";"Boa Nova (BA)";"14069"
"2903805";"Boa Vista do Tupim (BA)";"19502"
"2903904";"Bom Jesus da Lapa (BA)";"70618"
"2903953";"Bom Jesus da Serra (BA)";"10477"
"2904001";"Boninal (BA)";"14760"
"2904050";"Bonito (BA)";"17131"
"2904100";"Boquira (BA)";"22464"
"2904209";"Botuporã (BA)";"10898"
"2904308";"Brejões (BA)";"15122"
"2904407";"Brejolândia (BA)";"10833"
"2904506";"Brotas de Macaúbas (BA)";"10974"
"2904605";"Brumado (BA)";"69677"
"2904704";"Buerarema (BA)";"19256"
"2904753";"Buritirama (BA)";"21786"
"2904803";"Caatiba (BA)";"7841"
"2904852";"Cabaceiras do Paraguaçu (BA)";"19312"
"2904902";"Cachoeira (BA)";"35139"
"2905008";"Caculé (BA)";"23817"
"2905107";"Caém (BA)";"10058"
"2905156";"Caetanos (BA)";"16106"
"2905206";"Caetité (BA)";"52853"
"2905305";"Cafarnaum (BA)";"19006"
"2905404";"Cairu (BA)";"18224"
"2905503";"Caldeirão Grande (BA)";"13713"
"2905602";"Camacan (BA)";"33310"
"2905701";"Camaçari (BA)";"296893"
"2905800";"Camamu (BA)";"36644"
"2905909";"Campo Alegre de Lourdes (BA)";"30048"
"2906006";"Campo Formoso (BA)";"73448"
"2906105";"Canápolis (BA)";"10151"
"2906204";"Canarana (BA)";"26862"
"2906303";"Canavieiras (BA)";"33002"
"2906402";"Candeal (BA)";"8837"
"2906501";"Candeias (BA)";"89707"
"2906600";"Candiba (BA)";"14792"
"2906709";"Cândido Sales (BA)";"26674"
"2906808";"Cansanção (BA)";"36191"
"2906824";"Canudos (BA)";"17316"
"2906857";"Capela do Alto Alegre (BA)";"12199"
"2906873";"Capim Grosso (BA)";"31392"
"2906899";"Caraíbas (BA)";"9773"
"2906907";"Caravelas (BA)";"22740"
"2907004";"Cardeal da Silva (BA)";"9544"
"2907103";"Carinhanha (BA)";"30118"
"2907202";"Casa Nova (BA)";"73382"
"2907301";"Castro Alves (BA)";"27238"
"2907400";"Catolândia (BA)";"3669"
"2907509";"Catu (BA)";"56459"
"2907558";"Caturama (BA)";"9764"
"2907608";"Central (BA)";"17969"
"2907707";"Chorrochó (BA)";"11591"
"2907806";"Cícero Dantas (BA)";"34676"
"2907905";"Cipó (BA)";"17739"
"2908002";"Coaraci (BA)";"19022"
"2908101";"Cocos (BA)";"19498"
"2908200";"Conceição da Feira (BA)";"23024"
"2908309";"Conceição do Almeida (BA)";"18229"
"2908408";"Conceição do Coité (BA)";"68303"
"2908507";"Conceição do Jacuípe (BA)";"33876"
"2908606";"Conde (BA)";"26371"
"2908705";"Condeúba (BA)";"18191"
"2908804";"Contendas do Sincorá (BA)";"4299"
"2908903";"Coração de Maria (BA)";"23896"
"2909000";"Cordeiros (BA)";"8904"
"2909109";"Coribe (BA)";"14933"
"2909208";"Coronel João Sá (BA)";"16814"
"2909307";"Correntina (BA)";"33361"
"2909406";"Cotegipe (BA)";"14414"
"2909505";"Cravolândia (BA)";"5576"
"2909604";"Crisópolis (BA)";"21835"
"2909703";"Cristópolis (BA)";"14403"
"2909802";"Cruz das Almas (BA)";"64932"
"2909901";"Curaçá (BA)";"35524"
"2910008";"Dário Meira (BA)";"11716"
"2910057";"Dias d'Ávila (BA)";"80657"
"2910107";"Dom Basílio (BA)";"12604"
"2910206";"Dom Macedo Costa (BA)";"4212"
"2910305";"Elísio Medrado (BA)";"8461"
"2910404";"Encruzilhada (BA)";"19376"
"2910503";"Entre Rios (BA)";"43223"
"2910602";"Esplanada (BA)";"37845"
"2910701";"Euclides da Cunha (BA)";"61924"
"2910727";"Eunápolis (BA)";"115290"
"2910750";"Fátima (BA)";"18443"
"2910776";"Feira da Mata (BA)";"5922"
"2910800";"Feira de Santana (BA)";"627477"
"2910859";"Filadélfia (BA)";"17176"
"2910909";"Firmino Alves (BA)";"5822"
"2911006";"Floresta Azul (BA)";"11244"
"2911105";"Formosa do Rio Preto (BA)";"25912"
"2911204";"Gandu (BA)";"33234"
"2911253";"Gavião (BA)";"4725"
"2911303";"Gentio do Ouro (BA)";"11639"
"2911402";"Glória (BA)";"15840"
"2911501";"Gongogi (BA)";"7848"
"2911600";"Governador Mangabeira (BA)";"21495"
"2911659";"Guajeru (BA)";"8081"
"2911709";"Guanambi (BA)";"86808"
"2911808";"Guaratinga (BA)";"22154"
"2911857";"Heliópolis (BA)";"13718"
"2911907";"Iaçu (BA)";"25884"
"2912004";"Ibiassucê (BA)";"10183"
"2912103";"Ibicaraí (BA)";"23529"
"2912202";"Ibicoara (BA)";"19786"
"2912301";"Ibicuí (BA)";"16796"
"2912400";"Ibipeba (BA)";"18678"
"2912509";"Ibipitanga (BA)";"15413"
"2912608";"Ibiquera (BA)";"4214"
"2912707";"Ibirapitanga (BA)";"24293"
"2912806";"Ibirapuã (BA)";"8852"
"2912905";"Ibirataia (BA)";"17221"
"2913002";"Ibitiara (BA)";"16855"
"2913101";"Ibititá (BA)";"17948"
"2913200";"Ibotirama (BA)";"27862"
"2913309";"Ichu (BA)";"6437"
"2913408";"Igaporã (BA)";"16283"
"2913457";"Igrapiúna (BA)";"14187"
"2913507";"Iguaí (BA)";"27939"
"2913606";"Ilhéus (BA)";"176341"
"2913705";"Inhambupe (BA)";"40453"
"2913804";"Ipecaetá (BA)";"15499"
"2913903";"Ipiaú (BA)";"47704"
"2914000";"Ipirá (BA)";"62631"
"2914109";"Ipupiara (BA)";"10157"
"2914208";"Irajuba (BA)";"7521"
"2914307";"Iramaia (BA)";"9901"
"2914406";"Iraquara (BA)";"25536"
"2914505";"Irará (BA)";"29879"
"2914604";"Irecê (BA)";"74483"
"2914653";"Itabela (BA)";"31422"
"2914703";"Itaberaba (BA)";"66806"
"2914802";"Itabuna (BA)";"221046"
"2914901";"Itacaré (BA)";"28382"
"2915007";"Itaeté (BA)";"16586"
"2915106";"Itagi (BA)";"13199"
"2915205";"Itagibá (BA)";"15577"
"2915304";"Itagimirim (BA)";"7291"
"2915353";"Itaguaçu da Bahia (BA)";"14718"
"2915403";"Itaju do Colônia (BA)";"7218"
"2915502";"Itajuípe (BA)";"21642"
"2915601";"Itamaraju (BA)";"67356"
"2915700";"Itamari (BA)";"8476"
"2915809";"Itambé (BA)";"24901"
"2915908";"Itanagra (BA)";"6730"
"2916005";"Itanhém (BA)";"20501"
"2916104";"Itaparica (BA)";"22866"
"2916203";"Itapé (BA)";"9830"
"2916302";"Itapebi (BA)";"10830"
"2916401";"Itapetinga (BA)";"77533"
"2916500";"Itapicuru (BA)";"36211"
"2916609";"Itapitanga (BA)";"10799"
"2916708";"Itaquara (BA)";"8592"
"2916807";"Itarantim (BA)";"20314"
"2916856";"Itatim (BA)";"14957"
"2916906";"Itiruçu (BA)";"13254"
"2917003";"Itiúba (BA)";"37567"
"2917102";"Itororó (BA)";"21241"
"2917201";"Ituaçu (BA)";"19577"
"2917300";"Ituberá (BA)";"29428"
"2917334";"Iuiu (BA)";"11399"
"2917359";"Jaborandi (BA)";"9056"
"2917409";"Jacaraci (BA)";"15459"
"2917508";"Jacobina (BA)";"83635"
"2917607";"Jaguaquara (BA)";"56033"
"2917706";"Jaguarari (BA)";"34499"
"2917805";"Jaguaripe (BA)";"19036"
"2917904";"Jandaíra (BA)";"11120"
"2918001";"Jequié (BA)";"162209"
"2918100";"Jeremoabo (BA)";"41605"
"2918209";"Jiquiriçá (BA)";"15106"
"2918308";"Jitaúna (BA)";"12692"
"2918357";"João Dourado (BA)";"25646"
"2918407";"Juazeiro (BA)";"221773"
"2918456";"Jucuruçu (BA)";"9924"
"2918506";"Jussara (BA)";"16006"
"2918555";"Jussari (BA)";"6275"
"2918605";"Jussiape (BA)";"7066"
"2918704";"Lafaiete Coutinho (BA)";"3975"
"2918753";"Lagoa Real (BA)";"16029"
"2918803";"Laje (BA)";"24306"
"2918902";"Lajedão (BA)";"4068"
"2919009";"Lajedinho (BA)";"4017"
"2919058";"Lajedo do Tabocal (BA)";"8886"
"2919108";"Lamarão (BA)";"9007"
"2919157";"Lapão (BA)";"28244"
"2919207";"Lauro de Freitas (BA)";"197636"
"2919306";"Lençóis (BA)";"11636"
"2919405";"Licínio de Almeida (BA)";"12969"
"2919504";"Livramento de Nossa Senhora (BA)";"46739"
"2919553";"Luís Eduardo Magalhães (BA)";"83557"
"2919603";"Macajuba (BA)";"11879"
"2919702";"Macarani (BA)";"19110"
"2919801";"Macaúbas (BA)";"50987"
"2919900";"Macururé (BA)";"8266"
"2919926";"Madre de Deus (BA)";"21007"
"2919959";"Maetinga (BA)";"4456"
"2920007";"Maiquinique (BA)";"10274"
"2920106";"Mairi (BA)";"19695"
"2920205";"Malhada (BA)";"17526"
"2920304";"Malhada de Pedras (BA)";"8856"
"2920403";"Manoel Vitorino (BA)";"14251"
"2920452";"Mansidão (BA)";"13959"
"2920502";"Maracás (BA)";"23018"
"2920601";"Maragogipe (BA)";"46260"
"2920700";"Maraú (BA)";"21313"
"2920809";"Marcionílio Souza (BA)";"10931"
"2920908";"Mascote (BA)";"14728"
"2921005";"Mata de São João (BA)";"46998"
"2921054";"Matina (BA)";"12488"
"2921104";"Medeiros Neto (BA)";"23586"
"2921203";"Miguel Calmon (BA)";"27520"
"2921302";"Milagres (BA)";"11585"
"2921401";"Mirangaba (BA)";"18729"
"2921450";"Mirante (BA)";"9578"
"2921500";"Monte Santo (BA)";"51953"
"2921609";"Morpará (BA)";"8950"
"2921708";"Morro do Chapéu (BA)";"36856"
"2921807";"Mortugaba (BA)";"12529"
"2921906";"Mucugê (BA)";"9957"
"2922003";"Mucuri (BA)";"42072"
"2922052";"Mulungu do Morro (BA)";"11988"
"2922102";"Mundo Novo (BA)";"27364"
"2922201";"Muniz Ferreira (BA)";"7678"
"2922250";"Muquém do São Francisco (BA)";"11644"
"2922300";"Muritiba (BA)";"30631"
"2922409";"Mutuípe (BA)";"22998"
"2922508";"Nazaré (BA)";"29546"
"2922607";"Nilo Peçanha (BA)";"14368"
"2922656";"Nordestina (BA)";"13597"
"2922706";"Nova Canaã (BA)";"17141"
"2922730";"Nova Fátima (BA)";"8119"
"2922755";"Nova Ibiá (BA)";"6986"
"2922805";"Nova Itarana (BA)";"8428"
"2922854";"Nova Redenção (BA)";"9500"
"2922904";"Nova Soure (BA)";"25460"
"2923001";"Nova Viçosa (BA)";"44052"
"2923035";"Novo Horizonte (BA)";"12514"
"2923050";"Novo Triunfo (BA)";"16037"
"2923100";"Olindina (BA)";"29227"
"2923209";"Oliveira dos Brejinhos (BA)";"22805"
"2923308";"Ouriçangas (BA)";"8916"
"2923357";"Ourolândia (BA)";"18025"
"2923407";"Palmas de Monte Alto (BA)";"22553"
"2923506";"Palmeiras (BA)";"9250"
"2923605";"Paramirim (BA)";"22286"
"2923704";"Paratinga (BA)";"32967"
"2923803";"Paripiranga (BA)";"30075"
"2923902";"Pau Brasil (BA)";"10673"
"2924009";"Paulo Afonso (BA)";"120706"
"2924058";"Pé de Serra (BA)";"14226"
"2924108";"Pedrão (BA)";"7527"
"2924207";"Pedro Alexandre (BA)";"18209"
