"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"2512077";"Poço de José de Moura (PB)";"4282"
"2512101";"Pombal (PB)";"32739"
"2512200";"Prata (PB)";"4145"
"2512309";"Princesa Isabel (PB)";"23247"
"2512408";"Puxinanã (PB)";"13638"
"2512507";"Queimadas (PB)";"43945"
"2512606";"Quixaba (PB)";"1933"
"2512705";"Remígio (PB)";"19368"
"2512721";"Pedro Régis (PB)";"6067"
"2512747";"Riachão (PB)";"3570"
"2512754";"Riachão do Bacamarte (PB)";"4503"
"2512762";"Riachão do Poço (PB)";"4481"
"2512788";"Riacho de Santo Antônio (PB)";"1955"
"2512804";"Riacho dos Cavalos (PB)";"8587"
"2512903";"Rio Tinto (PB)";"24090"
"2513000";"Salgadinho (PB)";"3927"
"2513109";"Salgado de São Félix (PB)";"12145"
"2513158";"Santa Cecília (PB)";"6570"
"2513208";"Santa Cruz (PB)";"6582"
"2513307";"Santa Helena (PB)";"5902"
"2513356";"Santa Inês (PB)";"3595"
"2513406";"Santa Luzia (PB)";"15341"
"2513505";"Santana de Mangueira (PB)";"5191"
"2513604";"Santana dos Garrotes (PB)";"7067"
"2513653";"Joca Claudino (PB)";"2685"
"2513703";"Santa Rita (PB)";"135915"
"2513802";"Santa Teresinha (PB)";"4582"
"2513851";"Santo André (PB)";"2529"
"2513901";"São Bento (PB)";"33847"
"2513927";"São Bentinho (PB)";"4497"
"2513943";"São Domingos do Cariri (PB)";"2582"
"2513968";"São Domingos (PB)";"3091"
"2513984";"São Francisco (PB)";"3369"
"2514008";"São João do Cariri (PB)";"4309"
"2514107";"São João do Tigre (PB)";"4427"
"2514206";"São José da Lagoa Tapada (PB)";"7678"
"2514305";"São José de Caiana (PB)";"6256"
"2514404";"São José de Espinharas (PB)";"4659"
"2514453";"São José dos Ramos (PB)";"5920"
"2514503";"São José de Piranhas (PB)";"20062"
"2514552";"São José de Princesa (PB)";"3897"
"2514602";"São José do Bonfim (PB)";"3530"
"2514651";"São José do Brejo do Cruz (PB)";"1793"
"2514701";"São José do Sabugi (PB)";"4135"
"2514800";"São José dos Cordeiros (PB)";"3720"
"2514909";"São Mamede (PB)";"7738"
"2515005";"São Miguel de Taipu (PB)";"7131"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"11762"
"2515203";"São Sebastião do Umbuzeiro (PB)";"3469"
"2515302";"Sapé (PB)";"52463"
"2515401";"São Vicente do Seridó (PB)";"10994"
"2515500";"Serra Branca (PB)";"13637"
"2515609";"Serra da Raiz (PB)";"3137"
"2515708";"Serra Grande (PB)";"3089"
"2515807";"Serra Redonda (PB)";"7036"
"2515906";"Serraria (PB)";"6123"
"2515930";"Sertãozinho (PB)";"4969"
"2515971";"Sobrado (PB)";"7754"
"2516003";"Solânea (PB)";"26551"
"2516102";"Soledade (PB)";"14853"
"2516151";"Sossêgo (PB)";"3522"
"2516201";"Sousa (PB)";"69196"
"2516300";"Sumé (PB)";"16872"
"2516409";"Tacima (PB)";"10896"
"2516508";"Taperoá (PB)";"15193"
"2516607";"Tavares (PB)";"14615"
"2516706";"Teixeira (PB)";"15085"
"2516755";"Tenório (PB)";"3039"
"2516805";"Triunfo (PB)";"9465"
"2516904";"Uiraúna (PB)";"15307"
"2517001";"Umbuzeiro (PB)";"9901"
"2517100";"Várzea (PB)";"2784"
"2517209";"Vieirópolis (PB)";"5327"
"2517407";"Zabelê (PB)";"2227"
"2600054";"Abreu e Lima (PE)";"98990"
"2600104";"Afogados da Ingazeira (PE)";"36866"
"2600203";"Afrânio (PE)";"19225"
"2600302";"Agrestina (PE)";"24454"
"2600401";"Água Preta (PE)";"36040"
"2600500";"Águas Belas (PE)";"42831"
"2600609";"Alagoinha (PE)";"14431"
"2600708";"Aliança (PE)";"38261"
"2600807";"Altinho (PE)";"22886"
"2600906";"Amaraji (PE)";"22685"
"2601003";"Angelim (PE)";"10965"
"2601052";"Araçoiaba (PE)";"20046"
"2601102";"Araripina (PE)";"83287"
"2601201";"Arcoverde (PE)";"73154"
"2601300";"Barra de Guabiraba (PE)";"14091"
"2601409";"Barreiros (PE)";"42331"
"2601508";"Belém de Maria (PE)";"11941"
"2601607";"Belém do São Francisco (PE)";"20672"
"2601706";"Belo Jardim (PE)";"75729"
"2601805";"Betânia (PE)";"12589"
"2601904";"Bezerros (PE)";"60469"
"2602001";"Bodocó (PE)";"37571"
"2602100";"Bom Conselho (PE)";"47991"
"2602209";"Bom Jardim (PE)";"38976"
"2602308";"Bonito (PE)";"38069"
"2602407";"Brejão (PE)";"8980"
"2602506";"Brejinho (PE)";"7464"
"2602605";"Brejo da Madre de Deus (PE)";"49624"
"2602704";"Buenos Aires (PE)";"13050"
"2602803";"Buíque (PE)";"57120"
"2602902";"Cabo de Santo Agostinho (PE)";"202636"
"2603009";"Cabrobó (PE)";"33557"
"2603108";"Cachoeirinha (PE)";"20082"
"2603207";"Caetés (PE)";"28326"
"2603306";"Calçado (PE)";"11094"
"2603405";"Calumbi (PE)";"5741"
"2603454";"Camaragibe (PE)";"155228"
"2603504";"Camocim de São Félix (PE)";"18440"
"2603603";"Camutanga (PE)";"8472"
"2603702";"Canhotinho (PE)";"24799"
"2603801";"Capoeiras (PE)";"19994"
"2603900";"Carnaíba (PE)";"19380"
"2603926";"Carnaubeira da Penha (PE)";"12706"
"2604007";"Carpina (PE)";"81884"
"2604106";"Caruaru (PE)";"351686"
"2604155";"Casinhas (PE)";"14247"
"2604205";"Catende (PE)";"41865"
"2604304";"Cedro (PE)";"11607"
"2604403";"Chã de Alegria (PE)";"13302"
"2604502";"Chã Grande (PE)";"21402"
"2604601";"Condado (PE)";"26008"
"2604700";"Correntes (PE)";"18033"
"2604809";"Cortês (PE)";"12581"
"2604908";"Cumaru (PE)";"12332"
"2605004";"Cupira (PE)";"23909"
"2605103";"Custódia (PE)";"36474"
"2605152";"Dormentes (PE)";"18510"
"2605202";"Escada (PE)";"67839"
"2605301";"Exu (PE)";"31858"
"2605400";"Feira Nova (PE)";"21836"
"2605459";"Fernando de Noronha (PE)";"2974"
"2605509";"Ferreiros (PE)";"12008"
"2605608";"Flores (PE)";"22577"
"2605707";"Floresta (PE)";"32152"
"2605806";"Frei Miguelinho (PE)";"15234"
"2605905";"Gameleira (PE)";"30426"
"2606002";"Garanhuns (PE)";"137810"
"2606101";"Glória do Goitá (PE)";"30324"
"2606200";"Goiana (PE)";"78940"
"2606309";"Granito (PE)";"7363"
"2606408";"Gravatá (PE)";"82579"
"2606507";"Iati (PE)";"19056"
"2606606";"Ibimirim (PE)";"28798"
"2606705";"Ibirajuba (PE)";"7730"
"2606804";"Igarassu (PE)";"113956"
"2606903";"Iguaracy (PE)";"12156"
"2607000";"Inajá (PE)";"22374"
"2607109";"Ingazeira (PE)";"4549"
"2607208";"Ipojuca (PE)";"92965"
"2607307";"Ipubi (PE)";"30091"
"2607406";"Itacuruba (PE)";"4807"
"2607505";"Itaíba (PE)";"26362"
"2607604";"Ilha de Itamaracá (PE)";"25346"
"2607653";"Itambé (PE)";"36299"
"2607703";"Itapetim (PE)";"13708"
"2607752";"Itapissuma (PE)";"26073"
"2607802";"Itaquitinga (PE)";"16806"
"2607901";"Jaboatão dos Guararapes (PE)";"691125"
"2607950";"Jaqueira (PE)";"11649"
"2608008";"Jataúba (PE)";"16943"
"2608057";"Jatobá (PE)";"14646"
"2608107";"João Alfredo (PE)";"33217"
"2608206";"Joaquim Nabuco (PE)";"16004"
"2608255";"Jucati (PE)";"11269"
"2608305";"Jupi (PE)";"14620"
"2608404";"Jurema (PE)";"15229"
"2608453";"Lagoa do Carro (PE)";"17654"
"2608503";"Lagoa de Itaenga (PE)";"21308"
"2608602";"Lagoa do Ouro (PE)";"12951"
"2608701";"Lagoa dos Gatos (PE)";"16190"
"2608750";"Lagoa Grande (PE)";"25030"
"2608800";"Lajedo (PE)";"39570"
"2608909";"Limoeiro (PE)";"56203"
"2609006";"Macaparana (PE)";"25114"
"2609105";"Machados (PE)";"15571"
"2609154";"Manari (PE)";"20681"
"2609204";"Maraial (PE)";"11570"
"2609303";"Mirandiba (PE)";"15185"
"2609402";"Moreno (PE)";"61577"
"2609501";"Nazaré da Mata (PE)";"32174"
"2609600";"Olinda (PE)";"390144"
"2609709";"Orobó (PE)";"23717"
"2609808";"Orocó (PE)";"14623"
"2609907";"Ouricuri (PE)";"68236"
"2610004";"Palmares (PE)";"62571"
"2610103";"Palmeirina (PE)";"7864"
"2610202";"Panelas (PE)";"26440"
"2610301";"Paranatama (PE)";"11403"
"2610400";"Parnamirim (PE)";"21290"
"2610509";"Passira (PE)";"28935"
"2610608";"Paudalho (PE)";"55493"
"2610707";"Paulista (PE)";"325590"
"2610806";"Pedra (PE)";"22455"
"2610905";"Pesqueira (PE)";"66524"
"2611002";"Petrolândia (PE)";"35731"
"2611101";"Petrolina (PE)";"337683"
"2611200";"Poção (PE)";"11266"
"2611309";"Pombos (PE)";"26902"
"2611408";"Primavera (PE)";"14657"
"2611507";"Quipapá (PE)";"25686"
"2611533";"Quixaba (PE)";"6812"
"2611606";"Recife (PE)";"1625583"
"2611705";"Riacho das Almas (PE)";"20286"
"2611804";"Ribeirão (PE)";"46877"
"2611903";"Rio Formoso (PE)";"23282"
"2612000";"Sairé (PE)";"10247"
"2612109";"Salgadinho (PE)";"10588"
"2612208";"Salgueiro (PE)";"60117"
"2612307";"Saloá (PE)";"15761"
"2612406";"Sanharó (PE)";"25521"
"2612455";"Santa Cruz (PE)";"15032"
"2612471";"Santa Cruz da Baixa Verde (PE)";"12439"
"2612505";"Santa Cruz do Capibaribe (PE)";"103660"
"2612554";"Santa Filomena (PE)";"14265"
"2612604";"Santa Maria da Boa Vista (PE)";"41475"
"2612703";"Santa Maria do Cambucá (PE)";"13921"
"2612802";"Santa Terezinha (PE)";"11682"
"2612901";"São Benedito do Sul (PE)";"15497"
"2613008";"São Bento do Una (PE)";"58251"
"2613107";"São Caitano (PE)";"36895"
"2613206";"São João (PE)";"22518"
"2613305";"São Joaquim do Monte (PE)";"21215"
"2613404";"São José da Coroa Grande (PE)";"20654"
"2613503";"São José do Belmonte (PE)";"33742"
"2613602";"São José do Egito (PE)";"33537"
"2613701";"São Lourenço da Mata (PE)";"111197"
"2613800";"São Vicente Férrer (PE)";"17834"
"2613909";"Serra Talhada (PE)";"84970"
"2614006";"Serrita (PE)";"19049"
"2614105";"Sertânia (PE)";"35521"
"2614204";"Sirinhaém (PE)";"44734"
"2614303";"Moreilândia (PE)";"11240"
"2614402";"Solidão (PE)";"5964"
"2614501";"Surubim (PE)";"63780"
"2614600";"Tabira (PE)";"28132"
"2614709";"Tacaimbó (PE)";"12872"
"2614808";"Tacaratu (PE)";"25003"
"2614857";"Tamandaré (PE)";"22850"
"2615003";"Taquaritinga do Norte (PE)";"27981"
"2615102";"Terezinha (PE)";"7089"
"2615201";"Terra Nova (PE)";"10313"
"2615300";"Timbaúba (PE)";"53328"
"2615409";"Toritama (PE)";"43174"
"2615508";"Tracunhaém (PE)";"13643"
"2615607";"Trindade (PE)";"29842"
"2615706";"Triunfo (PE)";"15235"
"2615805";"Tupanatinga (PE)";"26727"
"2615904";"Tuparetama (PE)";"8159"
"2616001";"Venturosa (PE)";"18067"
"2616100";"Verdejante (PE)";"9471"
"2616183";"Vertente do Lério (PE)";"7693"
"2616209";"Vertentes (PE)";"20222"
"2616308";"Vicência (PE)";"32296"
"2616407";"Vitória de Santo Antão (PE)";"136706"
"2616506";"Xexéu (PE)";"14618"
"2700102";"Água Branca (AL)";"20422"
"2700201";"Anadia (AL)";"17832"
"2700300";"Arapiraca (AL)";"232671"
"2700409";"Atalaia (AL)";"47528"
"2700508";"Barra de Santo Antônio (AL)";"15909"
"2700607";"Barra de São Miguel (AL)";"8336"
"2700706";"Batalha (AL)";"18631"
"2700805";"Belém (AL)";"4517"
"2700904";"Belo Monte (AL)";"6786"
"2701001";"Boca da Mata (AL)";"27498"
"2701100";"Branquinha (AL)";"10709"
"2701209";"Cacimbinhas (AL)";"10859"
"2701308";"Cajueiro (AL)";"21443"
"2701357";"Campestre (AL)";"7002"
"2701407";"Campo Alegre (AL)";"57008"
"2701506";"Campo Grande (AL)";"9678"
"2701605";"Canapi (AL)";"17980"
"2701704";"Capela (AL)";"17428"
"2701803";"Carneiros (AL)";"9065"
"2701902";"Chã Preta (AL)";"7424"
"2702009";"Coité do Nóia (AL)";"10939"
"2702108";"Colônia Leopoldina (AL)";"21786"
"2702207";"Coqueiro Seco (AL)";"5895"
"2702306";"Coruripe (AL)";"57079"
"2702355";"Craíbas (AL)";"24403"
"2702405";"Delmiro Gouveia (AL)";"52306"
"2702504";"Dois Riachos (AL)";"11219"
"2702553";"Estrela de Alagoas (AL)";"18373"
"2702603";"Feira Grande (AL)";"22458"
"2702702";"Feliz Deserto (AL)";"4777"
"2702801";"Flexeiras (AL)";"12943"
"2702900";"Girau do Ponciano (AL)";"40912"
"2703007";"Ibateguara (AL)";"15822"
"2703106";"Igaci (AL)";"26031"
"2703205";"Igreja Nova (AL)";"24687"
"2703304";"Inhapi (AL)";"18637"
"2703403";"Jacaré dos Homens (AL)";"5391"
"2703502";"Jacuípe (AL)";"7148"
"2703601";"Japaratinga (AL)";"8403"
"2703700";"Jaramataia (AL)";"5685"
"2703759";"Jequiá da Praia (AL)";"11824"
"2703809";"Joaquim Gomes (AL)";"24174"
"2703908";"Jundiá (AL)";"4249"
"2704005";"Junqueiro (AL)";"25088"
"2704104";"Lagoa da Canoa (AL)";"18256"
"2704203";"Limoeiro de Anadia (AL)";"28793"
"2704302";"Maceió (AL)";"1021709"
"2704401";"Major Isidoro (AL)";"20126"
"2704500";"Maragogi (AL)";"32568"
"2704609";"Maravilha (AL)";"9588"
"2704708";"Marechal Deodoro (AL)";"51715"
"2704807";"Maribondo (AL)";"13587"
"2704906";"Mar Vermelho (AL)";"3600"
"2705002";"Mata Grande (AL)";"25589"
"2705101";"Matriz de Camaragibe (AL)";"25010"
"2705200";"Messias (AL)";"17789"
"2705309";"Minador do Negrão (AL)";"5419"
"2705408";"Monteirópolis (AL)";"7251"
"2705507";"Murici (AL)";"28462"
"2705606";"Novo Lino (AL)";"12735"
"2705705";"Olho d'Água das Flores (AL)";"21706"
"2705804";"Olho d'Água do Casado (AL)";"9381"
"2705903";"Olho d'Água Grande (AL)";"5187"
"2706000";"Olivença (AL)";"11731"
"2706109";"Ouro Branco (AL)";"11589"
"2706208";"Palestina (AL)";"5036"
"2706307";"Palmeira dos Índios (AL)";"74049"
"2706406";"Pão de Açúcar (AL)";"24834"
"2706422";"Pariconha (AL)";"10674"
"2706448";"Paripueira (AL)";"13076"
"2706505";"Passo de Camaragibe (AL)";"15441"
"2706604";"Paulo Jacinto (AL)";"7680"
"2706703";"Penedo (AL)";"64292"
"2706802";"Piaçabuçu (AL)";"18043"
"2706901";"Pilar (AL)";"35428"
"2707008";"Pindoba (AL)";"2954"
"2707107";"Piranhas (AL)";"25130"
"2707206";"Poço das Trincheiras (AL)";"14535"
"2707305";"Porto Calvo (AL)";"27398"
"2707404";"Porto de Pedras (AL)";"8055"
"2707503";"Porto Real do Colégio (AL)";"20268"
"2707602";"Quebrangulo (AL)";"11542"
"2707701";"Rio Largo (AL)";"75688"
"2707800";"Roteiro (AL)";"6788"
"2707909";"Santa Luzia do Norte (AL)";"7357"
"2708006";"Santana do Ipanema (AL)";"48033"
"2708105";"Santana do Mundaú (AL)";"10952"
"2708204";"São Brás (AL)";"7046"
"2708303";"São José da Laje (AL)";"24140"
"2708402";"São José da Tapera (AL)";"32455"
"2708501";"São Luís do Quitunde (AL)";"34798"
"2708600";"São Miguel dos Campos (AL)";"61204"
"2708709";"São Miguel dos Milagres (AL)";"7951"
"2708808";"São Sebastião (AL)";"34387"
"2708907";"Satuba (AL)";"13824"
"2708956";"Senador Rui Palmeira (AL)";"13974"
"2709004";"Tanque d'Arca (AL)";"6293"
"2709103";"Taquarana (AL)";"20097"
"2709152";"Teotônio Vilela (AL)";"44426"
"2709202";"Traipu (AL)";"27938"
"2709301";"União dos Palmares (AL)";"66255"
"2709400";"Viçosa (AL)";"26176"
"2800100";"Amparo do São Francisco (SE)";"2382"
"2800209";"Aquidabã (SE)";"21452"
"2800308";"Aracaju (SE)";"641523"
"2800407";"Arauá (SE)";"10467"
"2800506";"Areia Branca (SE)";"18329"
"2800605";"Barra dos Coqueiros (SE)";"29248"
"2800670";"Boquim (SE)";"26856"
"2800704";"Brejo Grande (SE)";"8271"
"2801009";"Campo do Brito (SE)";"17986"
"2801108";"Canhoba (SE)";"4057"
"2801207";"Canindé de São Francisco (SE)";"28832"
"2801306";"Capela (SE)";"33715"
"2801405";"Carira (SE)";"21665"
"2801504";"Carmópolis (SE)";"15952"
"2801603";"Cedro de São João (SE)";"5912"
"2801702";"Cristinápolis (SE)";"18092"
"2801900";"Cumbe (SE)";"3999"
"2802007";"Divina Pastora (SE)";"4975"
"2802106";"Estância (SE)";"68846"
"2802205";"Feira Nova (SE)";"5595"
"2802304";"Frei Paulo (SE)";"15200"
"2802403";"Gararu (SE)";"11730"
"2802502";"General Maynard (SE)";"3274"
"2802601";"Gracho Cardoso (SE)";"5859"
"2802700";"Ilha das Flores (SE)";"8604"
"2802809";"Indiaroba (SE)";"17600"
"2802908";"Itabaiana (SE)";"94393"
"2803005";"Itabaianinha (SE)";"41686"
"2803104";"Itabi (SE)";"5002"
"2803203";"Itaporanga d'Ajuda (SE)";"33713"
"2803302";"Japaratuba (SE)";"18474"
"2803401";"Japoatã (SE)";"13242"
"2803500";"Lagarto (SE)";"103188"
"2803609";"Laranjeiras (SE)";"29418"
"2803708";"Macambira (SE)";"6873"
"2803807";"Malhada dos Bois (SE)";"3673"
"2803906";"Malhador (SE)";"12645"
"2804003";"Maruim (SE)";"17225"
"2804102";"Moita Bonita (SE)";"11416"
"2804201";"Monte Alegre de Sergipe (SE)";"15017"
"2804300";"Muribeca (SE)";"7662"
"2804409";"Neópolis (SE)";"18956"
"2804458";"Nossa Senhora Aparecida (SE)";"8850"
"2804508";"Nossa Senhora da Glória (SE)";"36174"
"2804607";"Nossa Senhora das Dores (SE)";"26434"
"2804706";"Nossa Senhora de Lourdes (SE)";"6512"
"2804805";"Nossa Senhora do Socorro (SE)";"179661"
"2804904";"Pacatuba (SE)";"14293"
"2805000";"Pedra Mole (SE)";"3227"
"2805109";"Pedrinhas (SE)";"9523"
"2805208";"Pinhão (SE)";"6499"
"2805307";"Pirambu (SE)";"9153"
"2805406";"Poço Redondo (SE)";"34147"
"2805505";"Poço Verde (SE)";"23580"
"2805604";"Porto da Folha (SE)";"28615"
"2805703";"Propriá (SE)";"29745"
"2805802";"Riachão do Dantas (SE)";"19995"
"2805901";"Riachuelo (SE)";"10116"
"2806008";"Ribeirópolis (SE)";"18503"
"2806107";"Rosário do Catete (SE)";"10533"
"2806206";"Salgado (SE)";"20126"
"2806305";"Santa Luzia do Itanhy (SE)";"13936"
"2806404";"Santana do São Francisco (SE)";"7680"
"2806503";"Santa Rosa de Lima (SE)";"3926"
"2806602";"Santo Amaro das Brotas (SE)";"12086"
"2806701";"São Cristóvão (SE)";"88118"
"2806800";"São Domingos (SE)";"11053"
"2806909";"São Francisco (SE)";"3916"
"2807006";"São Miguel do Aleixo (SE)";"3923"
"2807105";"Simão Dias (SE)";"40684"
"2807204";"Siriri (SE)";"8765"
"2807303";"Telha (SE)";"3196"
"2807402";"Tobias Barreto (SE)";"51770"
"2807501";"Tomar do Geru (SE)";"13204"
"2807600";"Umbaúba (SE)";"24832"
"2900108";"Abaíra (BA)";"9212"
"2900207";"Abaré (BA)";"19939"
"2900306";"Acajutiba (BA)";"15764"
"2900355";"Adustina (BA)";"17254"
"2900405";"Água Fria (BA)";"17431"
"2900504";"Érico Cardoso (BA)";"11405"
"2900603";"Aiquara (BA)";"4745"
"2900702";"Alagoinhas (BA)";"155362"
"2900801";"Alcobaça (BA)";"23331"
"2900900";"Almadina (BA)";"6062"
"2901007";"Amargosa (BA)";"38041"
"2901106";"Amélia Rodrigues (BA)";"26424"
"2901155";"América Dourada (BA)";"16781"
"2901205";"Anagé (BA)";"19824"
"2901304";"Andaraí (BA)";"13732"
"2901353";"Andorinha (BA)";"15551"
"2901403";"Angical (BA)";"14707"
"2901502";"Anguera (BA)";"11402"
"2901601";"Antas (BA)";"19382"
"2901700";"Antônio Cardoso (BA)";"12200"
"2901809";"Antônio Gonçalves (BA)";"11989"
"2901908";"Aporá (BA)";"19223"
"2901957";"Apuarema (BA)";"7745"
"2902005";"Aracatu (BA)";"14023"
"2902054";"Araçás (BA)";"12495"
"2902104";"Araci (BA)";"55637"
"2902203";"Aramari (BA)";"11385"
"2902252";"Arataca (BA)";"11697"
"2902302";"Aratuípe (BA)";"9150"
"2902401";"Aurelino Leal (BA)";"12891"
"2902500";"Baianópolis (BA)";"14262"
"2902609";"Baixa Grande (BA)";"21393"
"2902658";"Banzaê (BA)";"13738"
"2902708";"Barra (BA)";"54563"
"2902807";"Barra da Estiva (BA)";"22232"
"2902906";"Barra do Choça (BA)";"34421"
"2903003";"Barra do Mendes (BA)";"14570"
"2903102";"Barra do Rocha (BA)";"6338"
"2903201";"Barreiras (BA)";"155519"
"2903235";"Barro Alto (BA)";"15093"
"2903276";"Barrocas (BA)";"16167"
"2903300";"Barro Preto (BA)";"6367"
"2903409";"Belmonte (BA)";"23891"
"2903508";"Belo Campo (BA)";"18312"
"2903607";"Biritinga (BA)";"16628"
"2903706";"Boa Nova (BA)";"14314"
"2903805";"Boa Vista do Tupim (BA)";"19516"
"2903904";"Bom Jesus da Lapa (BA)";"70090"
"2903953";"Bom Jesus da Serra (BA)";"10515"
"2904001";"Boninal (BA)";"14675"
"2904050";"Bonito (BA)";"17006"
"2904100";"Boquira (BA)";"22448"
"2904209";"Botuporã (BA)";"10957"
"2904308";"Brejões (BA)";"15166"
"2904407";"Brejolândia (BA)";"10768"
"2904506";"Brotas de Macaúbas (BA)";"11049"
"2904605";"Brumado (BA)";"69473"
"2904704";"Buerarema (BA)";"19269"
"2904753";"Buritirama (BA)";"21671"
"2904803";"Caatiba (BA)";"10044"
"2904852";"Cabaceiras do Paraguaçu (BA)";"19199"
"2904902";"Cachoeira (BA)";"35013"
"2905008";"Caculé (BA)";"23685"
"2905107";"Caém (BA)";"10179"
"2905156";"Caetanos (BA)";"16045"
"2905206";"Caetité (BA)";"52696"
"2905305";"Cafarnaum (BA)";"18917"
"2905404";"Cairu (BA)";"17985"
"2905503";"Caldeirão Grande (BA)";"13643"
"2905602";"Camacan (BA)";"33257"
"2905701";"Camaçari (BA)";"292074"
"2905800";"Camamu (BA)";"36543"
"2905909";"Campo Alegre de Lourdes (BA)";"29994"
"2906006";"Campo Formoso (BA)";"73118"
"2906105";"Canápolis (BA)";"10146"
"2906204";"Canarana (BA)";"26702"
"2906303";"Canavieiras (BA)";"33130"
"2906402";"Candeal (BA)";"8894"
"2906501";"Candeias (BA)";"89271"
"2906600";"Candiba (BA)";"14732"
"2906709";"Cândido Sales (BA)";"26760"
"2906808";"Cansanção (BA)";"36105"
"2906824";"Canudos (BA)";"17222"
"2906857";"Capela do Alto Alegre (BA)";"12203"
"2906873";"Capim Grosso (BA)";"31181"
"2906899";"Caraíbas (BA)";"9890"
"2906907";"Caravelas (BA)";"22646"
"2907004";"Cardeal da Silva (BA)";"9809"
"2907103";"Carinhanha (BA)";"30041"
"2907202";"Casa Nova (BA)";"72798"
"2907301";"Castro Alves (BA)";"27161"
"2907400";"Catolândia (BA)";"3695"
"2907509";"Catu (BA)";"56037"
"2907558";"Caturama (BA)";"9764"
"2907608";"Central (BA)";"17935"
"2907707";"Chorrochó (BA)";"11558"
"2907806";"Cícero Dantas (BA)";"34581"
"2907905";"Cipó (BA)";"17673"
"2908002";"Coaraci (BA)";"19383"
"2908101";"Cocos (BA)";"19449"
"2908200";"Conceição da Feira (BA)";"22840"
"2908309";"Conceição do Almeida (BA)";"18278"
"2908408";"Conceição do Coité (BA)";"67875"
"2908507";"Conceição do Jacuípe (BA)";"33624"
"2908606";"Conde (BA)";"26412"
"2908705";"Condeúba (BA)";"18229"
"2908804";"Contendas do Sincorá (BA)";"4312"
"2908903";"Coração de Maria (BA)";"23961"
"2909000";"Cordeiros (BA)";"8870"
"2909109";"Coribe (BA)";"14954"
"2909208";"Coronel João Sá (BA)";"16951"
"2909307";"Correntina (BA)";"33275"
"2909406";"Cotegipe (BA)";"14409"
"2909505";"Cravolândia (BA)";"5568"
"2909604";"Crisópolis (BA)";"21700"
"2909703";"Cristópolis (BA)";"14354"
"2909802";"Cruz das Almas (BA)";"64552"
"2909901";"Curaçá (BA)";"35320"
"2910008";"Dário Meira (BA)";"11864"
"2910057";"Dias d'Ávila (BA)";"79401"
"2910107";"Dom Basílio (BA)";"12553"
"2910206";"Dom Macedo Costa (BA)";"4201"
"2910305";"Elísio Medrado (BA)";"8448"
"2910404";"Encruzilhada (BA)";"19837"
"2910503";"Entre Rios (BA)";"43172"
"2910602";"Esplanada (BA)";"37085"
"2910701";"Euclides da Cunha (BA)";"61618"
"2910727";"Eunápolis (BA)";"114275"
"2910750";"Fátima (BA)";"18461"
"2910776";"Feira da Mata (BA)";"5918"
"2910800";"Feira de Santana (BA)";"622639"
"2910859";"Filadélfia (BA)";"17184"
"2910909";"Firmino Alves (BA)";"5804"
"2911006";"Floresta Azul (BA)";"11279"
"2911105";"Formosa do Rio Preto (BA)";"25652"
"2911204";"Gandu (BA)";"33030"
"2911253";"Gavião (BA)";"4740"
"2911303";"Gentio do Ouro (BA)";"11603"
"2911402";"Glória (BA)";"15810"
"2911501";"Gongogi (BA)";"7961"
"2911600";"Governador Mangabeira (BA)";"21435"
"2911659";"Guajeru (BA)";"8322"
"2911709";"Guanambi (BA)";"86320"
"2911808";"Guaratinga (BA)";"22251"
"2911857";"Heliópolis (BA)";"13739"
"2911907";"Iaçu (BA)";"26012"
"2912004";"Ibiassucê (BA)";"10337"
"2912103";"Ibicaraí (BA)";"23770"
"2912202";"Ibicoara (BA)";"19578"
"2912301";"Ibicuí (BA)";"16748"
"2912400";"Ibipeba (BA)";"18563"
"2912509";"Ibipitanga (BA)";"15356"
"2912608";"Ibiquera (BA)";"4207"
"2912707";"Ibirapitanga (BA)";"24238"
"2912806";"Ibirapuã (BA)";"8796"
"2912905";"Ibirataia (BA)";"17573"
"2913002";"Ibitiara (BA)";"16779"
"2913101";"Ibititá (BA)";"17957"
"2913200";"Ibotirama (BA)";"27762"
"2913309";"Ichu (BA)";"6418"
"2913408";"Igaporã (BA)";"16255"
"2913457";"Igrapiúna (BA)";"14288"
"2913507";"Iguaí (BA)";"27865"
"2913606";"Ilhéus (BA)";"178210"
"2913705";"Inhambupe (BA)";"40908"
"2913804";"Ipecaetá (BA)";"15596"
"2913903";"Ipiaú (BA)";"47606"
"2914000";"Ipirá (BA)";"62697"
"2914109";"Ipupiara (BA)";"10107"
"2914208";"Irajuba (BA)";"7497"
"2914307";"Iramaia (BA)";"10184"
"2914406";"Iraquara (BA)";"25279"
"2914505";"Irará (BA)";"29723"
"2914604";"Irecê (BA)";"73915"
"2914653";"Itabela (BA)";"31244"
"2914703";"Itaberaba (BA)";"66592"
"2914802";"Itabuna (BA)";"220386"
"2914901";"Itacaré (BA)";"28013"
"2915007";"Itaeté (BA)";"16519"
"2915106";"Itagi (BA)";"13276"
"2915205";"Itagibá (BA)";"15669"
"2915304";"Itagimirim (BA)";"7319"
"2915353";"Itaguaçu da Bahia (BA)";"14604"
"2915403";"Itaju do Colônia (BA)";"7284"
"2915502";"Itajuípe (BA)";"21697"
"2915601";"Itamaraju (BA)";"67305"
"2915700";"Itamari (BA)";"8495"
